wav,words
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2542.wav,ہماری حالت عجیب ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2543.wav,شناختی کارڈ بنوانا ان کے لیے
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2544.wav,ڈاکٹرابراہیم موسی نے آپ بیتی لکھی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2545.wav,ان باتوں سے نکلیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2546.wav,خاصی بہتر رہی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2547.wav,جو آئے روز ہو رہا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2548.wav,یہ سڑک ایئر پورٹ کو جاتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2549.wav,جتنا دوسال پہلے تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2550.wav,وہ حیلہ گر جو وفا جو بھی ہے جفاخو بھی
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2551.wav,دنیا کو ایک غیر جانبدار کی نظر سے دیکھا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2552.wav,کسی کی نیک نامی کوئی اثاثہ ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2553.wav,جب دل چاھے گا
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2554.wav,خادم پاکستان بننے کے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2555.wav,تصور ریاست مدینہ کے کوئی قریب ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2556.wav,آپ کا متفق ہونا ضروری نہیں ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2557.wav,ہر طرف چپ ہی چپ ہو۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2558.wav,اسلوب اور الفاظ پر گرفت حاصل ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2559.wav,پاکستان میں دو قسم کے ہی ٹیکس ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2560.wav,عمران خان ایسی باتیں کر سکتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2561.wav,اپنی ذات کو کم تر سمجھتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2562.wav,ہم جس معاشرے میں جی رہے ہیں، یہاں کوئی پیغمبر ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2563.wav,اسی طرح جب پیٹرول ، ڈیزل ، مٹی کا تیل
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2564.wav,کس دل ربا کے نام پہ خالی سبو کریں
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2565.wav,کھلاڑی رمضان میں ٹریننگ میں احتیاط سے کام لیں
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2566.wav,وہ نہیں ہو پا رہی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2567.wav,جیسے ہمارے دو ممالک کے درمیان ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2568.wav,کہاں یہ خاک کے تودے تلے دبا ہوا جسم
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2569.wav,ہم نئے افق دیکھیں گے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0020M2570.wav,کوریائی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2571.wav,کھلنا ٹیسٹ کے دوسرے روز پاکستانی بالرزاور بیٹسمینوں کی عمدہ کارکردگی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2572.wav,پچھلے بارہ سال میں دہشت گردی کی جنگ میں شہید ہونے والوں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2573.wav,بہرحال جو ہونا تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2574.wav,اور اس طرح مسلمانوں میں اختلاف برپا ہوا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2575.wav,کیا اس کے بعد دودھ اور شہد کی نہریں بہنے لگیں گی؟
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2576.wav,پر غور کر سکتے ہیں کہ عوامی قوت کے اظہار کا کوئی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2577.wav,میاں نواز شریف کی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2578.wav,کامن ویلتھ گیمز انگلینڈ پہلی سٹریلیا دوسری اور ملائشیا کی تیسری پوزیشن
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2579.wav,اسلام باد یونائٹیڈ نے پی ایس ایل کا میلہ لوٹ لیا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2580.wav,ان راہوں پہ چل نکلے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2581.wav,افراط زر ایکدم کنٹرول نہیں ہوگا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2582.wav,یہ عزت محمد علی کو اسلام سے ملی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2583.wav,ان مسائل کے تناظر میں بنگلہ دیش کی عدالتِ عالیہ کا فیصلہ ہمارے نزدیک، امت کی تاریخ میں ایک عظیم فیصلہ ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2584.wav,حالات کا جبر سمجھیے کہ ایسا ہوا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2585.wav,مجھے اس کے گھر جانا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2586.wav,بیگم صاحبہ اپنا مشاہدہ بیان کرتے ہوئے بتاتی ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2587.wav,یہاں پر سیاح ہائیکنگ جنگلی جانوروں کے شکار جیسے دلچسپ مشاغل سے لطف اندوز ہو تے ہیں ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2588.wav,ہر محب اپنے محبوب کو راضی رکھنا چاہتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2589.wav,انگولا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2590.wav,مارچ سے شروع ہوکر جون تک چترال کرنا خوبصورتی اپنا عروج پر پہنچنا جانا ہونا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2591.wav,محسن خان کی زیر سربراہی کرکٹ کمیٹی تشکیل
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2592.wav,نہ محکوم وہ خواب دیکھتے ہیں کہ:''اب راج کرے گی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2593.wav,بینکوں کے غیرملکی زرمبادلہ کے ذخائر مسلسل زوال کا شکار
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2594.wav,سیاح کو ہندودش کے بلند و بالا پہاڑی سلسوں کا بھی نظارہ کر سکتے ہیں ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2595.wav,آزادی کے بعد بھی ایک ڈپٹی کمشنر کی آن بان وہی رہی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2596.wav,پرانے کالج کا بیڑہ غرق نہ کیجئے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2597.wav,ندرے رسل نے کیربینئز پریمیر لیگ کی تیز ترین سنچری داغ ڈالی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2598.wav,کیوں اس لیے کہہ وہ اپن کیخلاف ہی لڑ ہوئے ید ہوئے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2599.wav,ایک ٹیم کے ذمہ بستر تیار کرنا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2600.wav,گناہ اور بھی ہوں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2601.wav,اُس تحیّر کی وساطت سے تُم آؤ جاؤ
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2602.wav,آلینڈ آئلینڈز
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2603.wav,اس لئے یہان لٹکنا مجبوری ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2604.wav,سابق لیگ اسپنر عبدالقادر کے بیٹے ٹورمیچ میں اسٹریلیا کی نمائندگی کریں گے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2605.wav,عام الفیل کے چھ سال بعد طائف میں ہوئی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2606.wav,ورلڈ سرفنگ لیگ مینز کیٹگری میں برازیل کے اٹالو فیریرا بازی لے گئے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2607.wav,امیر محترم کے حکم کے مطابق دو ٹیمیں بنائی گئیں ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2608.wav,اس لئے کہ انہیں لگتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2609.wav,سٹیج ون کینسر کی تشخیص ہوئی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2610.wav,وہ بہت رومانی نہیں تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2611.wav,حیرت سے پھٹی کی پھٹی رہ گئیں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2612.wav,بتوں کا تو باقاعدہ ذکر ہوا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2613.wav,اور فلاں کی نہیں ہوئی، یا فلاں شخص یا گروہ اپنا اسلامی تشخص کھو بیٹھا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2614.wav,اربوں ڈالر اسلحے پر خرچ کرنے کا کیا فائدہ
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2615.wav,یہ انسان کے تہذیبی سفر سے نا آ شنائی کی دلیل ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2616.wav,عمران خان تو تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2617.wav,علم کی شمع ایک ہی قسم کی ہوتی ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2618.wav,گھبرا نہ نہیں ساری میڈیکل سٹاف گھبرانہ نہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2619.wav,سوال یہ ہےکہ قومی ادارے پر ایسےالزامات لگانے والوں کے خلاف ایکشن لینے کی بجائے وہ ہر ٹاپ سیکرٹ بریفنگ میں کیوں بلائےجاتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2620.wav,کپاس ہم اگاتے تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2621.wav,مزید کے لیے اردو ویب لائبریری کی کتب منتخب کی جا سکتی ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2622.wav,کیا جیت نے خامیوں کو چھپا دیا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2623.wav,یہ گھاٹ لیکن اقتدارکا ہو نا چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2624.wav,قومی کرکٹر محمد حفیظ کے بالنگ ایکشن کا ٹیسٹ ہو گا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2625.wav,جسے قارئین کے لیے صفحہ کی زیبائی کے ساتھ پیش کیا جارہاہے
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2626.wav,یوں گلگت بلتستان میں تحریک جعفریہ کی حکومت بن گئی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2627.wav,سویتلانا مالاخوفا نے کانسی کا تمغہ جیتا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2628.wav,جس کے بعد سینسر کے ذریعے بائیو میٹرک ویری فیکیشن ہوگی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2629.wav,یہاں چونکہ سب کچھ خود ہی کرنا تھا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2630.wav,ان ساحلوں کی ٹھنڈی عنبرین ریت
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2631.wav,قوائد کی پیروی کرنے کی کوشش کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2632.wav,ڈینش
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2633.wav,کہ کسی بھی ظاہری شکل و صورت کو الہٰ کا درجہ دینا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2634.wav,پھر ہرسال ہمیں ایسے حادثے کے لیے تیار رہنا چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2635.wav,ایک مریض کی نسبت کسی دوسرے مریض میں شدت کے لحاظ سے مختلف ہوتی ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2636.wav,اسپاٹ فکسنگ کیس کرکٹر شاہ زیب حسن کی سزا چار سال کر دی گئی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2637.wav,جن کا کام ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2638.wav,ہم چلتے رہے جب تک ہماری ٹانگوں نے ہمارا ساتھ دیا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2639.wav,کراچی ان کی اماں جی جہیز میں لائیں تھیں ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2640.wav,مستقل کیمپ لگا لیا تھا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2641.wav,اس امت کا اجماع ہے کہ قرآن مجید کی موجودہ ترتیب توقیفی
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2642.wav,کسی نے کھلاڑیوں کی اوسط عمر کا حساب نہیں کِیا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2643.wav,کون سا امیر۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2644.wav,کامن ویلتھ گیمز ہاکی انگلینڈ کیخلاف مقابلہ گولز سے برابر
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2645.wav,ریاست نئی تھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2646.wav,چنانچہ ان میں صالحین بھی موجود ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2647.wav,اسک معانی پر اور مفہوم پر کبھی غورک بھی نہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2648.wav,جنوبی افریقہ سابق ایتھلیٹ اسکر پسٹوریس پیرول پر جیل سے رہا
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2649.wav,بھی یہ ظاہر کرتا ہے کہ وہ کسی ناگہانی آفت کا شکار
/content/speechbrain/templates/speech_recognition/data/train/ur0021M2650.wav,کارریلی کا دلچسپ ایونٹ فن لینڈ کے میٹ لاٹوالہ نے میدان مار لیا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2651.wav,مجھے بھوک بہت کم لگتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2652.wav,اس فکر میں رہنے کیلئے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2653.wav,اس سے چمٹے رہتا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2654.wav,آج ان کی بیٹی کو بھٹو کا نام لیتے ہوئے تکلف نہیں ہوتا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2655.wav,اورمیخانے بھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2656.wav,تعلیم کے لیے ایک بجٹ مختص کیا جاتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2657.wav,ایپل تک ہی آئی پوڈ متعارف کرائے گا لیکن بہت سی کمپنیاں میں ہی فلیگ شپ فون متعارف کرا دیں گی
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2658.wav,یوں وہ سیاست و معیشت کے معاملات رواں رکھتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2659.wav,جب صحیح آدمیوں کو ذمہ داری سونپیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2660.wav,آ گسٹ سپائز ‘ایڈولف فشر اور جارج اینجل کو
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2661.wav,کیا تحریک انصاف میں خود احتسابی کا کوئی نظام ہے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2662.wav,آسودہ ہونے کی وجہ سے دوران سفر بڑے بڑے ہوٹلوں میں رہتے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2663.wav,اور اسی میں ہزیمت کا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2664.wav,بھارت کے مسلمانوں کا معاملہ پاکستان سے مختلف ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2665.wav,ان کے شوخ رنگ قاری پر جادو کر دیتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2666.wav,لوگوں کو خوش آمدیدگی کا احساس دلاتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2667.wav,جوابوں والے سوال پوچھنا بھی زیادتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2668.wav,نہ کوئی ضابطہ ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2669.wav,اورپھر وہ آگئے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2670.wav,مگر دوسرے میچ میں قومی ٹیم کی متواتر ناکام کارکردگی ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2671.wav,اسی طرح افغانستان کے ساتھ فطری رشتہ دوستی کا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2672.wav,کہہ دیا اس نے خود ہی کہ میں تمھاری شہہ رگ سے بھی زیادہ قریب
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2673.wav,تاریخ میں کون ہے جس نے ان پر اعتماد نہیں کیا ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2674.wav,حکومتی ادارے ضروری قانون سازی کے بارے میں بے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2675.wav,افسران رشوت لیتے تھے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2676.wav,مثلا ایس لوگ جو کم نظریہ کے حاملہ ہوں یا رنگ کور کا شکار ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2677.wav,اس بجلی کی گاڑی کو چارج کرنے کاطریقہ یہ ھےکہ جیسے آپ اپنے کمپیوٹر کی بیٹری چارج کرتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2678.wav,ایف بی رکا این جی اوز اور نان پرافٹ اداروں کیخلاف سخت ایکشن
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2679.wav,نہوں نے حکومت سے اپنے فیصلے پرنظرثانی کی درخواست کی
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2680.wav,وہ گھر چورکے ہاتھ سے ممحفوظ ہوتا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2681.wav,بننا آسان نہیں ہوتا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2682.wav,شاید ہی پورے اسلام آباد میں ملے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2683.wav,یہاں تک کہہ ہم دو جواںمرد اوسط عمر کے حساب سے پہل لے لوگ تک پہنچ گئے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2684.wav,اپنی زبان کو لگام دو
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2685.wav,کورونا کے باعث کروڑ مزدوروں کی جگہ روبوٹ لے لیں گے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2686.wav,پرندوں کی ہر جگہ موجودگی
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2687.wav,ٹام غالباً غصے میں ہوگا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2688.wav,ان کی تاریخ کا جائزہ لیتے ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2689.wav,وہ تقریر جس کا وہم و گماں نہ تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2690.wav,مارچ سے یَہاں پہاڑ پر سے برف پگھلنا شروع ہونا ہونا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2691.wav,صحت، تعلیم اور انصاف قوم کی بنیادی ضروریات ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2692.wav,سکھوں یا دیگر مذاہب کی شادیاں ہوں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2693.wav,میں نہیں جانتا کہ میں کچھ کام کیوں کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2694.wav,تازہ ہوا کے لیے درخت لگانا بہت ضروری ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2695.wav,اراگونیز
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2696.wav,زمبابوے کا دورہ پاکستان کنفرم پاکستان میں انٹرنیشنل کرکٹ کے دروازے کھلنے کی امید
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2697.wav,جسے سن کر عبدالقادر کی انکھیں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2698.wav,کسی سے کوئی اختل
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2699.wav,ہم پر ہمارے والدین کے بہت سے احسانات ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2700.wav,نبی صلی اللہ علیہ وسلم نے ان دونوں کو کہا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2701.wav,لندن ویب ڈیسک کینسر کے علاج کی نئی تحقیق نے اس دنیا میں تہلکہ مچا دیا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2702.wav,جسے پیش کر رہی ہیں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2703.wav,جنگل زیادہ گھنا نہ تھا راستے میں جگہ جگہ خوبصورت چراہ گاہیں آئیں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2704.wav,بلکہ طالبِ علمانہ لب و لہجے میں محض علم و استدلال کی بنا پر اپنا نقطۂ نظر پیش کیا جائے گا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2705.wav,گر اس مضمون کو آپ نے کچھ دیر قبل بنایا ہے اور ابھی ظاہر نہیں ہو رہا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2706.wav,تاہم میں اس امر کو اپنے لیے اعزا ز سمجھتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2707.wav,جبکہ کا اعادہ دن میں ایک بار بھی کافی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2708.wav,وہ قومی مزاج کے عکاس ہوتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2709.wav,وہ بلا کس کو کیا روک گے ۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2710.wav,وہ طاقت رکھتے ہوئے بھی خوف کے سائے میں جیتے ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2711.wav,سرفراز ایشیا کپ میں عمدہ کارکردگی اور ٹائٹل جیتنے کیلئے پرعزم
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2712.wav,چیئرمین ماؤ کی تو بات ہی اور تھی۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2713.wav,تم کون ہو؟
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2714.wav,ڈن اینڈ بریڈ اسٹریٹ کے پاکستان کیلیے کاروباری امید کے اشاریہ کا اجرا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2715.wav,ہمیں اختلاف کو علم ہی کے دائرے میں رکھنا چاہیے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2716.wav,کے الیکٹرک کی جانب سے کراچی والوں کو مہنگی بجلی دینے کا انکشاف
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2717.wav,اس موضوع پر بہت کم لکھا گیا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2718.wav,اور حرکت کرتے ہوئے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2719.wav,میں اپنی یادداشت کے صفحوں پر نقش تحریر کرتاچلا گیا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2720.wav,کھانا پسند کرتا ہوں
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2721.wav,بڑی مشکل سے ہوتا ہے چمن میں دیدہ ور پیدا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2722.wav,تعلیم کا بجٹ بڑھانے کا مطالبہ ٹوئٹر ٹرینڈز کی شکل میں بھی دیکھنے میں آیا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2723.wav,اختلاف اس سلیقے سے کیا جائے کہ کسی سے ناانصافی نہ ہو۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2724.wav,اس روایت میں اس غیر مادی دنیا کے ایک معاملے کے بارے میں خبردی گئی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2725.wav,چس ہم خرید کر تھے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2726.wav,فیڈنگ فرینزی چند ایک اشارے ضرور دیتی ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2727.wav,نہ اسلام خطرے میں تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2728.wav,ڈیوین براوو نے انٹرنیشنل کرکٹ سے ریٹائرمنٹ کا اعلان کردیا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2729.wav,اس ان بیٹری کے گز بیک گراؤنڈ میں چلتے ر گے اور ضروری ڈیٹا اکھٹا کر ر گے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2730.wav,واز لگانے کی ٹیکنالوجی ہمارے پاکستانی سیاستدا نوں کی ایکسپورٹ کردہ ہوگی اگر آ
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2731.wav,سعودی عرب پر بلا واسطہ تنقید کی تھی
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2732.wav,گاڑی احتیاط سے چلاؤ! آگے سڑکیں ناقابل اعتبار ہیں۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2733.wav,لیکن اس سے ہٹ کے وہ اچھا دور تھا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2734.wav,یا رسول اللہ، کیا آپ کے ساتھ بھی یہی معا ملہ ہے؟
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2735.wav,اپوزیشن کے پراپیگنڈا کی وجہ سے پیداوار کی یہ شرح دبی ہوئی تھی
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2736.wav,سلمان خان کی نظر میں اکشے کمار اصل سلطان
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2737.wav,اب چونکہ رکازی ایندھن کا استعمال دنیا بھر میں بہت زیادہ ہورہا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2738.wav,اور نہ دوبارہ آئے گا۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2739.wav,جو یہاں کے جنگلات کےحسن
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2740.wav,آج کل اول تو ایسا کوئی کرتا نہیں اور کرے بھی
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2741.wav,آج مؤقف ایک ہی ہے جو نواز شریف کا ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2742.wav,ہمارے نزدیک، ملائکہ کی ذمہ داریوں اور ابلیس اور اس کے لشکر کی چالبازیوں کے نتیجے میں وہ صورتِ
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2743.wav,کالی مرچ کے نقصا
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2744.wav,جنسی ہراساں کرنے کا الزام افغان فٹبال فیڈریشن کے سربراہ پر پابندی
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2745.wav,سیاسی ارادہ ہو تو سب کچھ ممکن ہے۔
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2746.wav,صبح سیر سپاٹا کر کے واپس آ جائیں گے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2747.wav,ہمیں اس صوفے پر بیٹھنے کی اجازت ہے
/content/speechbrain/templates/speech_recognition/data/train/ur0022M2748.wav,یہ اقلیتوں کا لیبل ہی بڑا عجیب ہے۔
